Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-01-24,Women Talking,2022,https://boxd.it/3KNOOV,4,,"A necessary watch with great acting that explores uncomfortable and powerful ideas. I love how this film serves as a microcosm of current women's issues. Since I first watched the trailer, I haven't been a huge fan of the color grading but I changed my mind once I realized that it's representative of older time periods despite having a modern setting. ",,2023-01-23
2023-01-25,Missing,2023,https://boxd.it/3L9teV,4.5,,"Even though this is very similar to Searching in its structure and themes, flipping the core dynamic and having the child looking for the parent makes this incredibly fresh. This film pushes the already largely unexplored boundary regarding the screen capture medium by using creative shots and new devices. The narrative at the heart of this film kept me on a roller coaster and managed to tug on my heartstrings by the end.",,2023-01-24
2023-01-27,"Alice, Darling",2022,https://boxd.it/3LGJ0B,4,,That guy definitely gave me the ick,,2023-01-26
2023-01-29,Infinity Pool,2023,https://boxd.it/3MrhhX,4,,Makes me wish U.S. foreign policy was controlled by shamans with mystical cloning powers.,♾️,2023-01-28
2023-02-01,Plane,2023,https://boxd.it/3NlU1B,3.5,,"Not the most innovative action movie ever created, but it’s not trying to be - let’s be honest, the title kind of gives it away in this regard. I really like the uneasy alliance between Torrance and Gaspare (Mike Colter needs to be cast in more films). Also I haven't seen anyone talk about it, but this movie has some interesting pieces of commentary on the absurdity of corporate bureaucracy. More action films need to be utilizing .50 caliber sniper rifles for the climax of their finale.",,2023-01-31
2023-02-02,Pathaan,2023,https://boxd.it/3NCuS9,3.5,,"I didn’t even realize this was part of a cinematic universe going in, but now I want to watch the rest. There were some cultural references that went over my head, but it just makes me want to learn more. This film made me realize that American movies need to incorporate better scores for their action set pieces. The part where Pathaan returned to his village had me cheesing.",,2023-02-01
2023-02-03,Knock at the Cabin,2023,https://boxd.it/3NTuy3,4.5,,"Historically, I don’t think there’s ever been a sentiment more motivating than the idea that God hates you.",,2023-02-02
2023-02-07,Scooby-Doo,2002,https://boxd.it/3PbSuf,5,Yes,When will Hollywood realize they still haven’t made a movie better than this?,,2023-02-06
2023-02-11,Titanic,1997,https://boxd.it/3QbQOV,4.5,,That was really good but I’m amazed there’s somehow less water than Avatar 2.,,2023-02-10
2023-02-13,Captain America: Civil War,2016,https://boxd.it/3QPO7P,5,Yes,"The homage to <a href=""https://media.comicbook.com/2017/05/shield-liveaction-994363.jpg"">Civil War #7</a> is still one of the most breathtaking shots I’ve ever seen.",,2023-02-12
2023-02-15,Fire of Love,2022,https://boxd.it/3RhmnB,4,,The shots of the volcanoes are absolutely mesmerizing. The Krafft’s really had an eye for capturing scale and action despite their unyielding obsession for volcanology.,,2023-02-14
2023-02-16,Winnie the Pooh: Blood and Honey,2023,https://boxd.it/3RwRh5,1,,"I’m not going to lie, I was kind of excited for this movie. To my knowledge, this is one of the first projects involving a major intellectual property that’s fallen into the public domain. Although I knew it would be a mindless slasher, I was interested in the precedent this would set as other characters begin to have their copyright protections stripped away. A lot can be said on why this movie does not work, but for me the main issue was the total silence from Pooh and Piglet. I can understand the lack of speaking considering these are animals, but there’s not even grunts or groans except for a few squeals from Piglet. I probably would’ve enjoyed this movie a lot more if it had thrown in corny one-liners. Also, Pooh’s bee swarming powers were completely underutilized.",,2023-02-15
2023-02-16,I Know What You Did Last Summer,1997,https://boxd.it/3Rzttx,4,,Sarah Michelle Gellar and Freddie Prinze Jr. are my Hollywood one true pairing.,,2023-02-15
2023-02-17,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3RKfz9,4,,"I was nervous this movie would simply be a plot vehicle to get audiences familiar with Kang and not much else. In that regard, Quantumania shattered my expectations by being both a fun adventure through the Quantum Realm while also being a powerful introduction to Marvel’s next Avengers-level threat. Kang is such a unique villain to the Marvel mythos and this movie exemplifies that. Furthermore, the relationship between Scott and Cassie which has been the emotional core of this trilogy is built upon even further to become one of the best in the Marvel universe. MODOK and the ant colony are also extremely welcome additions to this movie. I can’t wait to see what Kang gets up to next.",,2023-02-16
2023-02-20,Close,2022,https://boxd.it/3SMWGZ,4.5,,"The best aspect of this movie is its portrayal of the nuances of male socialization. This film is emotionally brutal, the perfect embodiment of the classic “show-don’t-tell” mantra. While I can respect the decision from an artistic and filmmaking perspective, I do wish there was a little more done to verbally unpack the complex emotions that were intended. Regardless, there are some really powerful messages and visual metaphors, the most poignant one for me being a lingering shot of a mother sitting alone at a concert. This is definitely the front runner of this year’s Oscar nominated foreign films that I’ve seen (even though RRR was snubbed).",,2023-02-19
2023-02-21,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3T3nP7,4,Yes,Kang got that dawg in him,,2023-02-20
2023-02-23,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/3TwfpN,4.5,Yes,The fight choreography is immaculate and Michelle Yeoh is the greatest of all time.,,2023-02-22
2023-02-24,A Radiant Girl,2021,https://boxd.it/3TKD9d,4,,"I wasn’t fully on board during the first act, since it felt a bit aimless even for a slice-of-life narrative. I came to realize this film handles the growing antisemitism of the time with incredible tact and subtlety, highlighting the absurd and rapid changes that were being enforced. The final shot is bone-chilling and one that will stick with me for a while.",,2023-02-23
2023-02-24,EO,2022,https://boxd.it/3TMwfx,2.5,,"It’s possible I didn’t get it, but I just couldn’t get invested in the misadventures of a donkey. It had some clean cinematography though. I’ll give it another watch if they bring in Eddie Murphy to narrate EO’s inner monologue.",,2023-02-23
2023-02-24,Full Time,2021,https://boxd.it/3TQngz,4.5,,"As someone currently on the job search grind, I really needed this. While my circumstances aren’t nearly as frenetic or dramatic, I greatly empathize with the fragile equilibrium of Julie’s life. I was thoroughly invested in each narrative dagger that was sprung and, although it was a stressful ride, the ending was a desperately essential message for me right now.",,2023-02-23
2023-02-28,Cocaine Bear,2023,https://boxd.it/3V3T9F,3,,"Too much cocaine, not enough bear. This has some great jokes but the pacing is pretty awful.",,2023-02-27
2023-03-01,Emily,2022,https://boxd.it/3VivCj,4,,"I wish I knew more about Emily’s life to be able to judge this for its historical accuracy, since this film is more introspective than informative. Emma Mackey’s performance, paired with the film’s notable and outstanding score, were more than enough to keep me enthralled in the narrative. I’d love to see more projects from first-time director Frances O’Connor.",,2023-02-28
2023-03-03,Linoleum,2022,https://boxd.it/3VHC2H,4.5,,"I need a second viewing to solidify my thoughts, but on the surface I really liked this film. I loved the hokey science show bits, and the message of pursuing one’s dream (while basic) is inspiring given the context. This film’s approach to Alzheimer’s resonated with me, as did its equation of the complexity of outer space with the mystery of the mind. The segments with the teenagers were somewhat poorly written, if not a little cringe. However, the ending might just be the best and well-developed shifts in perspective I have ever seen.",,2023-03-02
